Action,Name,GameMode,Timestamp
Add1TestAchievement,Add1TestAchievement,SOLO,2026-04-16 11:21:49.977
Add10TestsAchievement,Add10TestsAchievement,SOLO,2026-04-16 12:14:04.426
Kill1MutantAchievement,Kill1MutantAchievement,SOLO,2026-04-16 12:22:56.202
Kill5MutantsAchievement,Kill5MutantsAchievement,SOLO,2026-04-16 12:22:56.216
Kill10MutantsAchievement,Kill10MutantsAchievement,SOLO,2026-04-16 12:22:56.232
